"","source","target","value"
"3083",1523,4964,1
"19402",1525,2918,1
"10582",1527,16149,1
"11666",1528,17032,1
"2579",1529,2495,1
"2551",1530,10740,1
"4144",1530,12168,1
"8938",1530,5980,1
"2177",1531,8790,1
"6410",1531,284,1
"20424",1531,29484,1
"20854",1531,26869,1
"22832",1531,5678,1
"13826",1536,4928,1
"8083",1537,284,1
"18114",1538,19980,1
"4433",1539,11282,1
"18991",1540,7599,1
"22979",1542,4140,1
"21859",1543,10488,1
"17024",1544,253,1
"21061",1545,24541,1
"4638",1546,11402,1
"10458",1547,1109,1
"11229",1548,2289,1
"19990",1549,23401,1
"3481",1552,17970,1
"2159",1554,1877,1
"7809",1554,3545,1
"23372",1555,25080,1
"18358",1556,16735,1
"1010",1557,28255,1
"13152",1557,3957,1
"4318",1558,2682,1
"23479",1559,20409,1
"11834",1560,13101,1
"20981",1561,10439,1
"9962",1562,25913,1
"20632",1564,11121,1
"10941",1566,23503,1
"23214",1568,17499,1
"57",1569,298,1
"23997",1570,22467,1
"4921",1572,284,1
"7364",1572,6426,1
"10671",1573,16968,1
"7339",1574,14924,1
"8710",1575,6231,1
"17568",1576,24434,1
"7805",1577,18983,1
"15528",1578,17799,1
"3616",1579,19157,1
"2202",1580,8939,1
"7904",1581,24515,1
"3428",1582,20460,1
"895",1583,5172,1
"17155",1584,7076,1
"17354",1584,1268,1
"21250",1584,17126,1
"23531",1584,20615,1
"23798",1584,29930,1
"8385",1585,11631,1
"14540",1586,30095,1
"6425",1588,4596,1
"12794",1588,24443,1
"6915",1589,28219,1
"7323",1591,22562,1
"11091",1591,6168,1
"13122",1591,2415,1
"22239",1591,22610,1
"20188",1592,19310,1
"17555",1593,9459,1
"1603",1595,23408,1
"22502",1597,28766,1
"4350",1598,10488,1
"3039",1600,17799,1
"758",1601,8708,1
"24044",1603,10073,1
"9",1604,17799,1
"8073",1605,14426,1
"7822",1606,12872,1
"18658",1607,7916,1
"4495",1608,14114,1
"18411",1609,6700,1
"1385",1612,5563,1
"22203",1614,1294,1
"24190",1614,7490,1
"5320",1615,7635,1
"20042",1616,779,1
"7121",1618,2282,1
"24625",1619,12202,1
"6577",1620,28182,1
"3891",1621,29782,1
"16475",1623,7986,1
"6456",1624,24912,1
"20425",1626,14379,1
"11035",1627,2629,1
"13300",1629,22493,1
"2630",1630,10094,1
"24402",1632,20066,1
"14240",1634,21218,1
"276",1638,20162,1
"20509",1639,408,1
"17448",1643,13844,1
"9833",1644,12298,1
"129",1647,29713,1
"1833",1649,25214,1
"4180",1650,16476,1
"4838",1652,11251,1
"9437",1653,8790,1
"14377",1655,8299,1
"6396",1656,21373,1
"1754",1658,7681,1
"17047",1658,9195,1
"2749",1659,1947,1
"8697",1660,2492,1
"1463",1662,5879,1
"9283",1663,5512,1
"14037",1665,15271,1
"17442",1666,18386,1
"17557",1667,16946,1
"15840",1668,5288,1
"81",1669,25508,1
"19382",1670,7258,1
"12496",1672,24588,1
"24472",1674,27049,1
"3783",1675,7852,1
"17628",1676,24443,1
"18225",1677,4633,1
"12676",1678,25346,1
"13525",1680,18240,1
"23119",1681,1231,1
"2502",1683,25164,1
"390",1684,23385,1
"24764",1687,297,1
"13946",1688,20813,1
"12658",1689,14036,1
"7031",1690,28895,1
"18305",1691,19286,1
"22271",1692,8629,1
"9713",1693,25475,1
"14634",1694,25015,1
"8213",1695,21428,1
"24729",1696,15820,1
"12326",1697,19290,1
"5158",1698,13516,1
"2014",1699,18232,1
"19981",1700,9510,1
"24667",1701,28280,1
"4996",1702,11153,1
"12334",1703,10754,1
"14432",1704,24266,1
"22880",1705,6066,1
"13742",1708,17799,1
"9812",1709,19086,1
"39",1710,9155,1
"2608",1710,9945,1
"21444",1711,7635,1
"20592",1712,4596,1
"872",1713,15655,1
"14490",1713,27039,1
"22764",1713,18944,2
"8085",1714,21531,1
"23564",1714,11508,1
"12595",1716,8426,1
"977",1717,20903,1
"22867",1718,779,1
"10020",1720,779,1
"1322",1721,26849,1
"18711",1722,8665,1
"14679",1723,25657,1
"5850",1724,16623,1
"14531",1725,15866,1
"16627",1726,9405,1
"6515",1727,11166,1
"13284",1728,17799,1
"13318",1730,438,1
"8907",1731,11498,1
"17895",1732,12113,1
"6",1734,6031,1
"23839",1737,5392,1
"12930",1738,23551,1
"5307",1739,19724,1
"4720",1740,25015,1
"19675",1741,20036,1
"23721",1743,12909,1
"17766",1745,25165,1
"14551",1746,9405,1
"7134",1747,24443,1
"17663",1748,15866,1
"6363",1749,14518,1
"6063",1750,29353,1
"3348",1753,12615,1
"21369",1756,14036,1
"22710",1757,12639,1
"1151",1758,20317,1
"14850",1759,22493,1
"22022",1759,3705,1
"14280",1760,18211,1
"20248",1761,24443,1
"2773",1762,29722,1
"21222",1763,25015,1
"3323",1764,11251,1
"12008",1765,10739,1
"8302",1766,5663,1
"5302",1768,26520,1
"13030",1769,13934,1
"1374",1771,17606,1
"18825",1772,5079,1
"250",1775,17063,1
"6691",1775,14061,1
"2703",1776,9185,1
"2220",1777,19640,1
"15919",1778,19561,1
"8625",1780,25243,1
"12494",1782,27492,1
"11377",1783,7681,1
"17051",1784,7614,1
"14848",1785,284,1
"7871",1787,779,1
"15521",1788,8665,1
"5010",1790,10885,1
"12843",1791,15617,1
"17061",1792,9643,1
"19607",1794,17623,1
"10204",1795,2429,1
"10061",1797,14276,1
"7726",1798,29073,1
"6415",1799,27672,1
"16419",1800,26582,1
"1763",1801,20319,1
"13785",1802,284,1
"7721",1803,18362,1
"6564",1808,24541,1
"8188",1809,24178,1
"13428",1810,25487,1
"4380",1811,14183,1
"12311",1812,16494,1
"5021",1813,4126,1
"23385",1814,1059,1
"10396",1815,25126,1
"6353",1816,11395,1
"20403",1817,27230,1
"4021",1818,2203,1
"16890",1819,18092,1
"16673",1820,9203,1
"14119",1821,13122,1
"18018",1822,779,1
"9231",1824,20162,1
"16860",1825,4375,1
"4050",1826,20049,1
"12213",1828,11628,1
"2482",1829,25080,1
"2252",1830,397,1
"3810",1832,27485,1
"4455",1835,3323,1
"22423",1835,26869,1
"22425",1835,28219,1
"3652",1836,28586,1
"16540",1837,24378,1
"1236",1838,17799,1
"6184",1839,12196,1
"18844",1841,20412,1
"19136",1842,29930,1
"23696",1843,8595,1
"10895",1845,16788,1
"5928",1846,17290,1
"1492",1848,27676,1
"18172",1848,22467,2
"21346",1848,9643,2
"14869",1850,26094,1
"5377",1851,28694,1
"12706",1851,16217,1
"14368",1851,24443,1
"15598",1851,27993,1
"16919",1851,24378,1
"8311",1852,22826,1
"204",1853,12676,1
"6412",1854,6259,1
"12351",1855,27492,1
"11935",1857,18817,1
"6993",1858,11980,1
"16418",1858,28438,1
"23704",1858,11166,1
"22252",1859,16731,1
"20268",1860,1277,1
"8150",1861,4800,1
"10509",1862,2756,1
"18297",1863,8627,1
"11380",1865,1098,1
"7028",1866,26599,1
"12273",1867,25468,1
"14992",1868,1755,1
"15918",1872,24490,1
"12098",1873,22467,1
"14474",1873,8665,1
"3201",1874,6426,1
"17752",1875,17152,1
"5797",1876,28219,1
"23740",1878,3244,1
"10701",1879,27546,1
"575",1881,16141,1
"23660",1884,28895,1
"22181",1885,877,1
"1879",1886,25659,1
"11275",1887,22467,1
"9864",1889,770,1
"1384",1891,14275,1
"18902",1893,22971,1
"20085",1894,19804,1
"11483",1895,15021,1
"23058",1897,9155,1
"4473",1898,11166,1
"2408",1899,16786,1
"3431",1903,28077,1
"21810",1904,22467,1
"16176",1905,11148,1
"14031",1907,21068,1
"9929",1910,8923,1
"16046",1911,27960,1
"16702",1911,18560,1
"2398",1912,407,1
"22752",1913,14257,1
"21368",1914,24460,1
"23384",1915,25958,1
"13309",1916,6919,1
"741",1917,28644,1
"20994",1919,27492,1
"11101",1920,26632,1
"9269",1922,20317,1
"23419",1924,28773,1
"16266",1926,15830,1
"9688",1927,29723,1
"21311",1928,10068,1
"23492",1929,5868,1
"7801",1931,15640,1
"16482",1932,779,1
"15328",1933,14818,1
"12895",1935,24378,1
"7915",1936,284,1
"6113",1937,19388,1
"22921",1938,24320,1
"18790",1940,13444,1
"13648",1941,779,1
"15084",1942,21680,1
"7965",1943,14518,1
"8817",1944,26597,1
"11772",1944,11980,1
"19059",1945,10488,1
"9854",1946,8245,1
"17774",1948,10103,1
"22226",1949,18177,1
"8100",1950,20820,1
"7546",1951,17971,1
"24536",1952,24679,1
"8158",1953,10633,1
"13594",1955,17136,1
"11481",1956,9016,1
"4445",1957,9405,1
"19795",1958,23778,1
"17966",1959,24443,1
"11885",1960,779,1
"18456",1961,17410,1
"2223",1962,13895,1
"4121",1963,10488,1
"9191",1964,9242,1
"5028",1965,28851,1
"7293",1969,11166,1
"5666",1970,11508,1
"5269",1971,3921,1
"5100",1972,5392,1
"21660",1973,15866,1
"1936",1974,9405,1
"15091",1974,19535,1
"15585",1974,27209,1
"13514",1975,14282,1
"4970",1978,1008,1
"14525",1979,27028,1
"15196",1980,13632,1
"2932",1981,3319,1
"18608",1982,5594,1
"24418",1983,27722,1
"11982",1984,2022,1
"46",1985,19592,1
"4877",1986,12526,1
"6668",1987,17141,1
"4398",1988,27209,1
"5293",1989,779,1
"1576",1991,28219,1
"9298",1991,9405,1
"22128",1992,5783,1
"622",1993,26200,1
"15852",1994,17799,1
"19571",1995,799,1
"14157",1996,21176,1
"18685",1997,26200,1
"19268",1998,3777,1
"3019",1999,23408,1
"19882",2001,20752,1
"5937",2002,20317,1
"18785",2005,25963,1
"17962",2006,1476,1
"3136",2008,846,1
"8893",2009,16829,1
"11118",2010,9155,1
"2868",2011,2763,1
"3456",2012,19018,1
"7351",2013,10877,1
"8894",2015,284,1
"10381",2016,5750,1
"23263",2017,10633,1
"4951",2023,5832,1
"15889",2024,8939,1
"16992",2025,6229,1
"942",2026,7401,1
"10883",2027,284,1
"14028",2030,17799,1
"3180",2031,7749,1
"20357",2031,1515,1
"16218",2032,24330,1
"1844",2033,24178,1
"2032",2034,28895,1
"12914",2034,7123,1
"7397",2035,6535,1
"1000",2036,779,1
"19310",2037,4305,1
"5712",2039,12826,1
"19261",2040,26331,1
"20419",2043,15866,1
"5332",2044,13482,1
"14816",2046,10714,1
"14418",2047,3730,1
"12060",2049,9431,1
"6500",2050,3404,1
"13699",2052,18353,1
"6086",2053,25080,1
"9970",2054,2706,1
"15130",2054,2051,1
"21184",2054,28895,1
"2370",2055,22415,1
"16731",2056,27432,1
"21020",2057,14036,1
"2821",2058,29484,1
"15921",2059,3542,1
"19365",2060,25487,3
"6496",2061,24320,1
"20074",2063,8080,1
"8617",2064,7923,1
"1158",2066,19314,1
"18226",2067,253,1
"14347",2068,25963,1
"7984",2070,21218,1
"1708",2071,24224,1
"14602",2072,15129,1
"13080",2073,18741,1
"4972",2074,26597,1
"18279",2076,7123,1
"12163",2077,10246,1
"5345",2080,28140,1
"8431",2081,3833,1
"15452",2082,25429,1
"19154",2083,785,1
"11006",2085,30081,1
"23814",2086,28778,1
"17376",2088,1279,1
"12201",2089,1641,1
"1436",2090,13308,1
"22478",2091,17599,1
"7353",2092,16574,1
"1572",2093,22467,1
"18681",2094,23286,1
"19584",2094,21218,1
"8434",2095,24378,1
"4979",2096,21218,1
"22482",2098,10575,1
"20940",2099,18627,1
"9517",2101,6815,1
"6093",2102,26188,1
"22466",2103,11166,1
"21032",2104,24447,1
"1155",2105,284,1
"1220",2105,7477,1
"3598",2109,10854,1
"17408",2111,2470,1
"6540",2112,5802,1
"20800",2113,28438,1
"9039",2115,26072,1
"22630",2116,20427,1
"21710",2117,29965,1
"8873",2119,15621,1
"5124",2120,6921,1
"3429",2121,779,1
"7783",2122,17710,1
"4736",2123,15655,1
"4683",2124,2507,1
"20459",2125,28325,1
"24583",2126,17180,1
"20028",2127,28219,1
"21279",2127,23746,1
"23848",2128,15381,1
"22938",2129,27405,1
"17111",2130,11527,1
"10753",2132,5678,1
"30",2135,28895,1
"18988",2135,284,1
"7295",2136,20363,1
"15879",2137,12639,1
"22619",2137,26233,1
"6192",2138,23266,1
"3880",2139,24490,1
"10025",2140,8996,1
"22213",2142,21740,1
"18998",2143,6090,1
"19508",2144,13218,1
"8246",2145,28147,1
"5369",2147,1422,1
"14224",2148,5973,2
"6936",2149,25986,1
"4126",2150,925,1
"20555",2152,29635,1
"20752",2154,9286,1
"22696",2155,10476,1
"11612",2156,23325,1
"15695",2157,20317,1
"13489",2159,28176,1
"3477",2160,14275,1
"12979",2161,14751,1
"11655",2162,28694,1
"13314",2163,23109,1
"3238",2164,284,1
"18875",2165,20607,1
"2573",2166,15866,1
"17923",2169,28041,1
"23573",2170,13024,1
"11289",2173,25471,1
"148",2175,20111,1
"814",2178,21214,1
"17761",2179,15866,1
"23918",2181,3183,1
"18429",2182,26571,1
"8190",2183,5678,1
"23026",2184,284,1
"22933",2185,28104,1
"11385",2186,14065,1
"10108",2187,6603,1
"11987",2189,28694,1
"4507",2190,22467,1
"16368",2191,18680,1
"17956",2192,24443,1
"5554",2193,27309,1
"3519",2194,1685,1
"10884",2195,10488,2
"15418",2196,14497,1
"3379",2197,29818,1
"22692",2197,7010,1
"5760",2198,12800,1
"17454",2199,3594,1
"12849",2200,11041,1
"9873",2201,6613,1
"1759",2202,13934,1
"12690",2203,15977,1
"986",2207,8665,1
"1319",2208,23104,1
"2056",2209,12752,1
"10767",2210,284,1
"20342",2211,14609,2
"8608",2212,13378,1
"17889",2213,12505,1
"22240",2214,25393,1
"9969",2215,7364,1
"650",2216,4760,1
"2903",2217,19702,1
"20014",2218,7123,1
"7429",2220,9614,1
"20539",2221,24320,1
"24003",2222,20317,1
"20421",2223,20183,1
"20574",2224,284,1
"10255",2225,27118,1
"22808",2226,18710,1
"2244",2227,21218,1
"12478",2228,9681,1
"21361",2229,2178,1
"22238",2231,9643,1
"14186",2232,18478,1
"9261",2233,5277,1
"7338",2235,14789,1
"20110",2235,24541,1
"23038",2236,5394,1
"18868",2237,1767,1
"8702",2238,26869,1
"19710",2238,17126,1
"18158",2239,15962,1
"9455",2240,21000,1
"995",2241,20020,1
"18389",2242,7681,1
"2604",2243,5392,1
"22536",2244,17276,1
"13043",2245,4122,1
"12179",2246,15684,1
"4562",2247,16217,1
"16688",2248,25015,1
"11716",2251,14036,1
"4083",2254,25074,1
"10658",2255,12054,1
"8810",2257,7541,1
"14427",2258,14976,1
"21814",2259,779,1
"5500",2260,18753,1
"14638",2263,29487,1
"13263",2264,3283,1
"22689",2265,15655,1
"19558",2266,22786,2
"13644",2267,27088,2
"16976",2267,3527,1
"2406",2268,25015,1
"18463",2268,23449,1
"4004",2269,17324,1
"8897",2271,28909,1
"12229",2271,29358,1
"8449",2272,6090,1
"17537",2273,12909,1
"5903",2274,17126,1
"2375",2275,7123,1
"6431",2276,10748,1
"12026",2276,10877,1
"5527",2277,28041,1
"15475",2278,24443,1
"966",2280,16151,1
"13029",2281,12733,1
"22644",2283,25575,1
"13435",2284,16777,1
"22690",2285,25392,1
"924",2286,18698,1
"8682",2287,779,1
"12391",2288,28041,1
"3693",2290,28219,1
"7752",2291,14036,1
"9804",2292,6435,1
"13360",2293,24443,1
"20384",2294,22565,1
"14201",2295,28895,1
"23489",2298,20837,1
"7407",2299,2492,1
"11752",2299,21229,1
"9305",2301,18477,1
"8355",2302,9405,1
"23639",2303,19272,1
"18293",2304,10488,1
"4633",2305,15904,1
"8280",2308,21691,1
"19200",2309,22512,1
"262",2310,28527,1
"2478",2311,8665,1
"18749",2312,10821,1
"1231",2313,17372,1
"22563",2315,2361,1
"23245",2315,17900,1
"21127",2316,28709,1
"3443",2317,23113,1
"1901",2318,18417,1
"10140",2319,26869,1
"5746",2321,28649,1
"22720",2322,30162,1
"7390",2323,16213,1
"3712",2325,5014,1
"14996",2327,19340,1
"22951",2329,4531,1
"7301",2332,26356,1
"9341",2333,19184,1
"12172",2334,18330,1
"640",2335,18063,1
"914",2336,19642,1
"20860",2338,7681,1
"24577",2339,27071,1
"22065",2341,20217,1
"22499",2342,11925,1
"11499",2345,18242,1
"16353",2346,27028,1
"15967",2347,2672,1
"12847",2348,17126,1
"16763",2349,24443,1
"5056",2350,24443,1
"20380",2353,1807,1
"21076",2354,23313,1
"7713",2355,8665,1
"22579",2356,26200,1
"2581",2357,29804,1
"21156",2358,13142,1
"1927",2359,8959,1
"23782",2360,27873,1
"13206",2362,650,1
"17013",2363,12581,1
"6874",2364,24443,1
"15629",2364,9863,1
"20898",2365,25977,1
"6270",2366,26596,1
"16077",2368,11680,1
"2392",2370,26343,1
"3359",2371,8058,1
"23167",2372,15394,1
"17462",2373,7710,1
"19939",2374,7123,1
"2839",2375,14036,1
"24771",2377,16813,1
"17525",2378,22467,1
"6656",2380,2171,1
"15556",2382,29253,1
"1646",2384,7502,1
"10935",2385,26598,1
"6733",2387,458,1
"8330",2388,18823,1
"3743",2389,18260,1
"19096",2390,26860,1
"15453",2391,11166,1
"2669",2392,6691,1
"13449",2393,779,1
"17952",2396,2021,1
"18859",2398,24615,1
"13759",2399,8245,1
"8941",2400,4113,1
"11545",2401,3097,1
"18145",2402,12910,1
"24233",2403,22265,1
"6444",2404,17604,1
"2980",2406,23959,1
"8516",2406,19858,1
"19290",2407,7681,1
"3579",2409,15394,1
"20546",2410,28694,1
"5093",2411,13892,1
"15390",2412,1864,1
"16390",2414,19911,1
"3785",2416,18698,1
"15823",2416,28895,1
"21566",2416,26869,1
"23090",2417,15374,1
"14538",2418,11402,1
"5137",2419,28527,1
"8065",2420,284,1
"15318",2420,26869,1
"9578",2421,27525,1
"16457",2422,18673,1
"21078",2423,1754,1
"6078",2425,11258,1
"10133",2426,14032,1
"3972",2427,19373,1
"24647",2427,28219,1
"6123",2428,151,1
"9738",2430,20833,1
"18043",2431,16826,1
"21968",2432,14607,1
"7270",2433,10763,1
"21380",2435,919,1
"6917",2436,779,1
"6887",2438,3027,1
"3907",2439,15830,1
"14424",2440,27309,1
"973",2441,14036,1
"16315",2442,6150,1
"21430",2443,12619,1
"1430",2445,11570,1
"9031",2446,779,1
"259",2447,11107,1
"17606",2448,5678,1
"10048",2449,18177,1
"18079",2450,18709,1
"16655",2451,24443,1
"24086",2453,8629,1
"18050",2457,28534,1
"22161",2457,12185,1
"5972",2459,11922,1
"13468",2460,23727,1
"18557",2461,3201,1
"11491",2462,20356,1
"1068",2463,8731,1
"1174",2463,19473,6
"5950",2463,362,2
"11571",2463,10778,3
"15341",2463,5398,1
"16547",2463,2734,2
"22349",2463,8631,2
"14140",2464,11571,1
"12937",2465,19290,1
"9392",2466,26995,1
"8562",2467,28438,1
"13986",2468,24250,1
"7458",2469,12309,1
"19726",2471,22971,1
"6282",2472,28487,1
"570",2473,25659,1
"19384",2474,25656,1
"5877",2475,18698,1
"15929",2475,27525,1
"24678",2476,26657,1
"9980",2477,24013,1
"2872",2478,8299,1
"14828",2479,20317,1
"1431",2480,27028,1
"18227",2482,17932,1
"23291",2483,17957,1
"23302",2484,8924,1
"20402",2485,24627,1
"15095",2486,8492,1
"18750",2487,3323,1
"2092",2488,9537,1
"20931",2489,29826,1
"12900",2494,8665,1
"16143",2494,24541,1
"2348",2496,29635,1
"10951",2497,27209,1
"12355",2498,15370,1
"6061",2499,28438,1
"13530",2500,21464,1
"11549",2501,19290,1
"7027",2502,7635,1
"18942",2503,2561,1
"20200",2504,7482,1
"1373",2505,27830,1
"8356",2509,8023,1
"15332",2510,14036,1
"14296",2511,14036,1
"16873",2513,24378,1
"19023",2515,14751,1
"23763",2516,21236,1
"665",2517,27808,1
"18694",2518,6426,1
"22359",2518,12462,1
"21549",2521,19933,1
"15770",2523,6150,1
"17599",2525,14257,1
"608",2527,24103,1
"1365",2528,337,1
"11836",2529,23104,1
"8797",2530,29654,1
"14393",2530,12276,1
"6880",2534,28448,1
"7992",2534,1099,2
"19344",2534,19380,1
"19346",2535,10604,1
"10565",2536,7681,1
"15377",2537,779,1
"3489",2538,3141,1
"2644",2539,4919,1
"22641",2540,2550,1
"20891",2542,6042,1
"3257",2543,6533,1
"8226",2547,5227,1
"779",2548,29722,1
"11064",2548,2203,1
"19119",2549,25984,1
"10543",2551,317,1
"16927",2553,28895,1
"12499",2555,28182,1
"21256",2558,16044,1
"19434",2560,22467,1
"4305",2563,14036,1
"7993",2564,6426,1
"20400",2565,16295,1
"18014",2566,11980,1
"1701",2567,18788,1
"3275",2568,20752,1
"5929",2568,17126,1
"3457",2570,1622,1
"12205",2572,25440,1
"7355",2573,10633,1
"15661",2573,29126,1
"18477",2574,3323,1
"14263",2575,29209,1
"17043",2576,22467,1
"9931",2577,8665,1
"22170",2578,24443,1
"16373",2579,6388,1
"10560",2580,28826,1
"12413",2581,22215,1
"10897",2582,17126,1
"10520",2583,22978,1
"13",2584,15045,1
"7302",2586,3524,1
"14541",2586,17799,1
"8966",2587,19369,1
"23189",2588,12593,1
"642",2589,17647,1
"14050",2590,1013,1
"6573",2592,28219,1
"747",2593,22879,1
"8119",2593,4560,1
"21781",2593,12214,1
"17471",2594,10322,1
"21507",2596,3512,1
"54",2597,16431,1
"4452",2599,12973,1
"2117",2600,10488,1
"24483",2601,12872,1
"19138",2602,13770,1
"22846",2604,29025,1
"2321",2606,26983,1
"4417",2607,10488,1
"13002",2609,21368,1
"3337",2611,9023,1
"11877",2613,28041,1
"14601",2614,26655,1
"13944",2615,2507,1
"15459",2616,4633,1
"13469",2617,9405,1
"19496",2617,6426,1
"3927",2618,13791,1
"9287",2620,26683,1
"6019",2621,23449,1
"6948",2623,28219,1
"10432",2624,779,1
"5394",2629,3323,1
"7994",2629,20317,1
"22467",2629,6426,1
"23560",2629,28895,1
"14495",2630,21074,1
"19057",2632,11184,1
"16505",2633,19736,1
"23595",2635,227,1
"798",2636,27028,1
"8354",2637,28322,1
"22350",2639,9643,1
"14160",2641,2851,1
"19266",2641,14036,1
"19762",2642,8864,1
"5368",2643,10488,1
"4285",2645,2627,1
"16587",2646,14275,1
"23083",2648,12673,1
"3664",2649,12168,1
"15961",2649,25940,1
"23976",2649,11235,1
"10165",2650,17799,1
"16278",2651,16032,1
"24755",2653,17813,1
"4254",2654,21641,1
"4333",2654,9643,4
"5094",2654,5441,1
"6466",2654,12806,1
"6847",2654,22467,20
"10931",2654,4334,13
"12068",2654,12973,1
"18905",2654,5029,2
"20695",2654,22239,1
"21874",2654,22652,1
"23410",2654,23313,13
"1882",2655,12639,1
"22860",2656,26755,1
"17478",2657,13205,1
"20210",2657,10339,1
"4155",2658,20547,1
"6277",2659,26200,1
"19751",2660,25015,1
"1452",2661,10038,1
"1859",2662,12298,1
"12076",2663,24320,1
"5474",2664,10644,1
"24766",2666,19948,1
"4944",2667,10488,1
"17458",2668,16044,1
"4374",2669,11449,1
"3269",2671,10488,1
"3645",2673,8790,1
"24138",2675,22467,1
"21567",2676,27492,1
"7008",2677,28023,1
"17084",2681,22717,1
"190",2684,14081,1
"10113",2685,20215,1
"249",2688,28322,1
"18180",2690,26611,1
"11186",2691,7681,1
"21367",2692,5678,1
"21744",2693,18724,1
"1079",2695,10479,1
"6100",2696,29713,1
"11356",2697,1767,1
"1594",2698,28639,1
"13982",2699,25115,1
"14436",2700,13785,1
"5240",2701,11695,1
"9655",2702,14136,1
"21967",2704,5563,1
"220",2708,8841,1
"13473",2710,2706,1
"23996",2712,16217,1
"21542",2714,7978,1
"7431",2715,25567,1
"6764",2716,14907,1
"9895",2717,12639,1
"8025",2719,12054,1
"9582",2720,3220,1
"5963",2721,6818,1
"2783",2722,18450,1
"18081",2724,22849,1
"15319",2726,19170,1
"19034",2728,8115,1
"12599",2729,29640,1
"4476",2730,15655,1
"5964",2731,17799,1
"10365",2732,23127,1
"3212",2733,1622,1
"22083",2736,1349,1
"7267",2737,12168,1
"5853",2738,25487,1
"12971",2738,27350,1
"13797",2738,24512,1
"19686",2738,779,1
"12995",2739,6417,1
"1100",2741,28527,1
"6221",2742,17887,1
"7269",2744,4645,1
"5116",2746,1191,1
"6209",2749,28041,1
"7037",2750,24415,1
"10774",2751,27080,1
"16183",2752,22954,1
"8594",2753,5154,1
"13631",2759,15119,1
"22038",2760,3058,1
"15229",2761,463,1
"5221",2762,11388,1
"13267",2762,23475,1
"16603",2764,23593,1
"9114",2765,13640,1
"8998",2767,7638,1
"9433",2768,23176,1
"6313",2769,2612,1
"11167",2770,7691,1
"23347",2771,9196,1
"22855",2773,28200,1
"18729",2774,5392,1
"21871",2775,8817,1
"14739",2776,15655,1
"1324",2777,26597,1
"3836",2777,8790,1
"11684",2777,14275,1
"13746",2777,28895,1
"13794",2777,28267,1
"21837",2777,9139,1
