"","source","target","value"
"20355",18084,23966,1
"24465",18085,21708,1
"9290",18086,14551,1
"5638",18087,24059,1
"8345",18089,27430,1
"23719",18089,8586,1
"366",18090,22999,1
"22030",18091,5113,1
"3798",18093,19619,1
"6588",18093,13459,1
"21273",18094,7126,1
"22198",18095,29960,1
"2475",18096,28041,1
"15215",18096,14282,1
"19863",18097,9405,1
"14389",18098,28219,1
"23845",18099,13062,1
"13842",18100,21319,1
"8002",18101,28438,1
"19070",18102,20533,1
"5430",18104,24266,1
"13975",18105,26272,1
"18088",18106,28219,1
"2484",18110,3141,1
"13668",18111,25126,1
"22946",18112,15167,1
"21617",18113,11040,1
"21623",18114,25750,1
"8111",18115,15452,1
"3496",18116,6426,1
"8332",18117,26597,1
"13239",18117,9643,1
"12455",18118,9126,1
"13886",18119,16946,1
"1820",18120,17280,1
"12945",18121,22467,1
"18871",18122,22641,1
"11799",18123,5392,1
"11971",18124,25114,1
"1281",18126,25080,1
"18727",18127,10488,1
"4538",18128,8421,1
"22488",18129,28694,1
"326",18130,16642,1
"18",18131,23408,1
"22177",18132,7978,1
"10593",18133,16347,1
"15776",18134,25207,1
"17472",18136,11166,1
"3538",18137,14032,1
"22384",18139,23064,1
"17259",18140,24266,1
"12635",18143,29243,1
"13398",18146,30089,1
"5618",18147,2381,1
"1513",18148,25984,1
"409",18150,8245,1
"19463",18151,20980,1
"1669",18152,17587,1
"1959",18152,20138,1
"2109",18152,26869,1
"7602",18152,26597,1
"10610",18152,20123,2
"11391",18152,24538,1
"20676",18152,17126,1
"21142",18152,5716,1
"6033",18153,20495,1
"14790",18154,22282,1
"20606",18154,175,1
"18500",18155,24642,1
"14329",18156,17559,1
"401",18157,1228,1
"8187",18158,779,1
"12233",18159,13442,1
"5675",18160,8665,1
"16788",18163,20752,1
"3492",18164,9900,1
"11644",18165,8118,1
"3227",18166,3721,1
"1041",18167,29201,1
"13813",18167,20126,1
"19643",18168,26196,1
"160",18169,8341,1
"17038",18170,15257,1
"14843",18172,13919,1
"8301",18173,11124,1
"4460",18174,17126,1
"10823",18175,21284,1
"17826",18178,3157,1
"23411",18179,5678,1
"19019",18182,2330,1
"5057",18183,13759,1
"20807",18184,3075,1
"14640",18186,893,1
"22883",18186,5384,1
"7759",18187,6465,1
"9942",18188,18253,1
"15950",18189,29301,1
"11088",18190,6056,1
"19650",18191,23829,1
"8882",18192,17957,1
"19630",18193,2805,1
"3520",18194,23019,1
"252",18195,29080,1
"5426",18199,4063,1
"24494",18200,877,1
"21324",18201,14257,1
"563",18202,4222,1
"6121",18202,3,1
"20963",18202,3563,1
"5250",18203,2261,1
"3609",18204,11760,1
"8320",18205,25080,1
"2522",18206,5823,1
"3853",18207,7358,1
"5979",18208,23305,1
"6605",18210,19074,1
"17088",18212,20066,1
"23720",18212,16642,1
"582",18213,25471,1
"12131",18214,25722,1
"246",18215,22814,1
"3313",18216,26200,1
"20241",18217,14371,1
"14453",18218,22879,1
"19005",18219,26200,1
"6407",18221,13770,1
"22095",18222,4888,1
"13833",18223,1918,1
"2731",18225,25465,1
"5710",18226,5709,1
"23945",18228,14010,1
"53",18230,10633,1
"18209",18232,779,1
"18936",18233,2415,1
"3471",18234,7324,1
"2134",18235,23291,1
"14391",18237,20317,1
"5740",18238,6117,1
"21438",18239,14036,1
"21791",18239,21320,1
"1843",18241,27035,1
"15700",18243,4251,1
"7362",18244,14442,1
"21219",18245,24320,1
"19645",18247,18773,1
"607",18248,71,1
"2893",18249,15621,1
"14743",18250,13184,1
"6127",18251,30108,1
"17381",18252,16707,1
"412",18256,29613,1
"20999",18258,6150,1
"9086",18259,779,1
"22757",18259,8812,1
"13163",18261,27929,1
"23413",18262,15784,1
"8663",18263,7923,1
"9829",18264,5784,1
"1199",18266,7615,1
"2192",18267,8794,3
"14948",18267,25079,1
"3697",18269,29800,1
"15932",18270,23593,1
"19469",18271,6785,1
"17275",18273,779,1
"547",18274,21503,1
"15367",18274,15982,1
"8442",18275,17126,1
"5117",18276,9917,1
"5263",18277,10,1
"16305",18278,17063,1
"22893",18278,14061,1
"8255",18279,2079,1
"2503",18280,8794,1
"6493",18281,23449,1
"426",18282,5549,1
"4075",18284,82,1
"16016",18285,10549,1
"20206",18286,29885,1
"9598",18288,23704,1
"16437",18289,17799,1
"19683",18290,19599,1
"543",18291,21818,1
"6919",18292,969,1
"19063",18294,22467,1
"23262",18295,18642,1
"13897",18296,7117,1
"19960",18297,29278,1
"23478",18298,3619,1
"3915",18299,15655,1
"14210",18301,19087,1
"24035",18302,13554,1
"17395",18303,2612,1
"15040",18304,25777,1
"9745",18305,10488,1
"1886",18307,5624,1
"23903",18308,8665,1
"16794",18309,10359,1
"11616",18310,7080,1
"17906",18312,2203,1
"7466",18313,18762,1
"5888",18315,9537,1
"18549",18316,18088,1
"6980",18317,25632,1
"12423",18318,21814,1
"21360",18320,17802,1
"24243",18321,25015,1
"22155",18322,3323,1
"6729",18324,25015,1
"3007",18325,13062,1
"5875",18326,284,2
"20770",18327,24224,1
"3185",18329,17661,1
"1164",18330,2334,1
"14649",18331,27309,1
"23040",18332,15032,1
"10569",18333,27525,1
"20852",18334,11922,1
"18764",18337,29484,1
"226",18338,14334,1
"4437",18339,14036,1
"21752",18341,22467,1
"9236",18343,25282,1
"12643",18343,15069,1
"15499",18344,16820,1
"22468",18345,21047,1
"1827",18347,13218,1
"21186",18348,8794,1
"13945",18349,12185,1
"8176",18350,9405,1
"10199",18351,15562,1
"12927",18352,21062,1
"9725",18354,21347,1
"14058",18355,14899,1
"23369",18357,22306,1
"3919",18358,28041,1
"7139",18359,5678,1
"5681",18361,17126,1
"7453",18363,29243,1
"21717",18364,25152,1
"618",18366,9083,1
"24694",18368,10635,1
"15199",18369,26713,1
"12184",18371,22467,1
"24464",18372,11588,1
"12167",18374,26869,1
"11793",18375,24320,1
"12312",18376,4305,1
"15262",18377,8767,1
"4884",18379,28689,1
"20619",18382,16773,1
"12532",18384,24358,1
"11810",18385,12919,1
"7495",18387,15655,1
"24041",18387,1387,1
"11911",18388,5799,1
"24430",18389,20254,1
"22259",18394,17513,1
"4640",18396,253,3
"7105",18398,20317,1
"17066",18400,22145,1
"9271",18402,8767,1
"6834",18404,28527,1
"14715",18405,8510,1
"10729",18406,19612,1
"17812",18408,16764,1
"12870",18409,20317,1
"18987",18411,22037,1
"1389",18412,8790,1
"9073",18412,24443,1
"10964",18412,284,1
"11916",18412,28438,1
"23759",18412,26869,1
"8487",18414,5678,1
"9786",18415,20741,1
"6087",18416,15965,1
"2286",18418,7123,1
"18671",18419,8205,1
"18198",18423,25487,1
"2322",18424,7477,1
"19733",18425,8665,1
"23807",18426,17583,1
"20901",18427,14036,1
"1808",18428,2270,1
"24147",18430,19383,1
"15557",18431,6523,1
"23819",18433,18043,1
"3621",18434,30078,1
"14025",18435,1640,1
"20681",18436,18637,1
"3546",18437,29674,1
"13966",18438,7576,1
"10098",18439,8396,1
"24750",18440,12980,1
"13171",18441,17391,3
"24363",18442,22937,1
"14265",18443,19771,1
"11373",18444,16059,1
"23534",18445,29795,1
"3203",18446,27492,1
"4863",18446,8299,1
"16275",18447,29729,1
"14927",18448,15866,1
"21079",18449,6662,1
"20475",18451,18380,1
"3868",18453,25790,1
"10837",18454,11570,1
"13883",18454,24320,1
"21165",18455,3404,1
"7225",18456,5388,1
"11468",18457,25015,1
"8384",18458,9405,1
"24620",18459,28219,1
"20366",18460,20964,1
"16777",18461,5168,1
"19056",18462,24894,1
"17695",18464,902,1
"23621",18465,16295,1
"14019",18466,27309,1
"19091",18467,15904,1
"23105",18468,10488,1
"8869",18469,24443,1
"11453",18470,21988,1
"15729",18472,21218,1
"12207",18473,5202,1
"10010",18474,2841,1
"11223",18475,26661,1
"13706",18476,13337,1
"15626",18479,28041,1
"10770",18480,16718,1
"9830",18482,16737,1
"8931",18484,24703,1
"15431",18485,12372,1
"19026",18486,5655,1
"13415",18487,3397,1
"6683",18488,5277,1
"3050",18489,25374,1
"20034",18490,21141,1
"21999",18491,26220,1
"19352",18492,7724,1
"15668",18493,22630,1
"5747",18494,14036,1
"12136",18494,19605,1
"11268",18496,18933,1
"7011",18497,22629,1
"2486",18498,28895,1
"5547",18499,2706,1
"16220",18499,11980,1
"17801",18499,26869,1
"12564",18500,8665,1
"21064",18501,22724,1
"20657",18502,284,1
"22877",18503,24515,1
"24212",18504,4679,1
"22237",18505,27589,1
"23951",18506,4880,1
"6151",18507,587,1
"19597",18509,20317,1
"9631",18511,23778,1
"19142",18514,10127,1
"13405",18515,26093,1
"767",18517,4069,1
"4505",18518,9643,1
"17392",18518,28895,1
"23960",18518,19205,1
"6835",18520,7681,1
"4459",18521,17126,1
"21040",18522,16946,1
"18441",18525,14697,1
"5335",18526,24320,1
"12569",18526,15293,2
"20025",18526,777,1
"5339",18528,28038,1
"11392",18529,6074,1
"7834",18532,10286,1
"17124",18532,5332,1
"23923",18534,12168,1
"20516",18535,5113,1
"21627",18536,19087,1
"11219",18539,18177,1
"23519",18540,8665,1
"18326",18541,18043,1
"15457",18542,284,1
"20895",18543,18698,1
"9337",18544,21873,1
"18846",18544,6141,1
"21503",18544,779,1
"4154",18547,7477,1
"17832",18548,22492,1
"3425",18550,12635,1
"22991",18551,12639,1
"9827",18552,4729,1
"14745",18553,17037,1
"1399",18554,15505,1
"7043",18555,26776,1
"18124",18556,28438,1
"15854",18557,16937,1
"10016",18558,17767,1
"20440",18558,21244,1
"3444",18559,24541,1
"15376",18561,9643,1
"15321",18562,20317,1
"9075",18564,22849,1
"5625",18568,15630,1
"21996",18569,7691,1
"2858",18570,12635,1
"11800",18571,22786,1
"18404",18572,2203,1
"18589",18573,7164,1
"7321",18575,8497,1
"11099",18576,23270,1
"7475",18577,25698,1
"22945",18578,7702,1
"1575",18579,28895,1
"19015",18579,25407,1
"23254",18579,26597,1
"3593",18580,11925,1
"2570",18581,8999,1
"22393",18582,3721,1
"14035",18583,17260,4
"17251",18584,19330,1
"14690",18585,2950,1
"10487",18586,23571,1
"5189",18588,26599,1
"2273",18589,6066,1
"10880",18590,17126,1
"2184",18591,779,4
"9876",18592,7266,1
"9504",18593,28634,1
"663",18594,22192,1
"16207",18594,26735,1
"21510",18594,15722,1
"2898",18595,2038,1
"7505",18596,28438,1
"12269",18598,9643,1
"11459",18601,9204,1
"21546",18601,2256,1
"1775",18602,375,1
"13832",18603,27792,1
"16948",18604,10488,1
"14461",18605,17434,1
"4541",18606,582,1
"15761",18607,1767,1
"15386",18608,17799,1
"13782",18609,7037,1
"1825",18610,20098,1
"16246",18611,22467,1
"17194",18612,12919,1
"225",18613,13632,1
"23137",18614,25690,1
"8068",18615,779,1
"19945",18616,20317,1
"16471",18617,9259,1
"24756",18618,5678,1
"8277",18619,25309,1
"17947",18621,27492,1
"11733",18623,17814,1
"6373",18625,29900,1
"15514",18626,29265,1
"18660",18628,13335,1
"22539",18629,1075,1
"2521",18631,6391,1
"16648",18632,26264,1
"6907",18634,25080,1
"13822",18635,11166,1
"14403",18638,3101,1
"20915",18639,24320,1
"8800",18640,25957,1
"10245",18641,10369,1
"21243",18643,8790,1
"6029",18644,17126,2
"6543",18646,5385,1
"10085",18647,1635,1
"6159",18648,10153,1
"17017",18648,19832,1
"2993",18650,16222,1
"3562",18650,11433,1
"5496",18653,4905,1
"23810",18654,5832,1
"892",18657,28644,1
"1122",18658,28219,1
"6068",18660,6411,1
"10961",18665,21683,1
"12632",18666,17799,1
"18852",18667,9405,1
"3984",18668,11642,1
"22439",18668,779,2
"24514",18668,28137,1
"43",18669,6533,1
"11689",18671,22493,1
"22546",18672,9631,1
"14514",18674,7322,1
"16271",18674,15264,1
"19562",18675,8280,1
"14524",18678,962,1
"8262",18679,25462,1
"13585",18684,28299,1
"20629",18684,15505,1
"23408",18686,25259,1
"15016",18687,29715,1
"886",18689,21218,1
"11150",18689,18003,1
"11993",18690,16804,1
"16994",18691,1275,1
"4739",18692,3390,1
"9968",18693,25487,1
"9020",18694,24931,1
"9808",18694,2446,1
"22245",18695,18983,1
"24015",18696,7060,1
"24581",18696,17480,1
"8058",18697,2075,1
"22459",18698,5392,1
"16626",18700,18452,1
"920",18701,5678,1
"12723",18702,22564,1
"17901",18703,21656,1
"6528",18704,26200,1
"17431",18706,284,1
"10214",18707,5809,1
"10641",18711,12909,1
"16819",18711,779,1
"7958",18712,284,1
"15617",18713,17314,1
"1980",18714,14308,1
"6621",18716,779,1
"16398",18717,12866,1
"4695",18720,29106,1
"16365",18721,27309,1
"17157",18722,12686,1
"10065",18723,3722,1
"15945",18724,27274,1
"16871",18727,24541,1
"149",18728,1248,1
"10721",18730,9559,1
"10087",18731,21634,1
"16530",18732,7574,1
"11728",18733,17084,1
"3186",18734,284,1
"8846",18735,24680,1
"16391",18736,7207,1
"5895",18737,30143,1
"22889",18740,25905,1
"11576",18742,28766,1
"11986",18742,15293,1
"20178",18743,28219,1
"22568",18744,18933,1
"8504",18745,23727,1
"460",18746,12026,1
"8545",18746,24320,1
"22801",18746,8671,1
"4125",18747,15784,1
"12990",18748,3323,1
"17450",18750,28340,1
"6330",18751,9603,1
"18973",18752,16245,1
"9691",18754,22029,1
"16536",18754,29055,1
"2871",18755,14732,1
"17684",18758,10749,1
"10484",18760,8665,1
"2765",18761,7845,1
"15352",18761,17661,1
"1614",18762,7289,1
"4037",18762,1275,1
"21509",18762,15382,1
"3998",18763,14609,1
"18070",18765,15830,1
"4587",18766,27028,1
"17792",18767,21872,1
"11831",18768,18806,1
"13184",18770,779,1
"20845",18771,23675,1
"20869",18771,24376,1
"6554",18772,27492,1
"23362",18774,18392,1
"22199",18777,23239,1
"12119",18778,17126,1
"14482",18780,9322,1
"10968",18781,7055,1
"15019",18782,11571,1
"17182",18782,24322,1
"13671",18785,20079,1
"20774",18786,17010,1
"9474",18789,16032,1
"23208",18790,9643,1
"20220",18791,14893,1
"20332",18792,19812,1
"23815",18793,742,1
"9749",18794,12598,1
"14315",18795,15904,1
"23351",18796,353,1
"9956",18798,28219,1
"8397",18799,19592,1
"12550",18800,284,1
"4105",18802,23270,1
"4726",18802,10526,1
"7060",18804,7123,1
"11985",18804,11570,1
"1765",18805,21218,1
"21188",18808,2723,1
"14154",18809,8870,1
"7896",18810,7357,1
"13829",18810,17391,1
"20738",18810,22467,1
"21631",18811,10488,1
"9458",18812,2706,1
"12074",18813,8135,1
"20740",18814,15784,1
"2379",18815,29795,1
"26",18818,24320,1
"2908",18819,19860,1
"9409",18820,20651,1
"1809",18821,18529,1
"20651",18824,10701,1
"6504",18825,11221,1
"11775",18826,1403,1
"10867",18830,14585,1
"24713",18831,21229,1
"10023",18832,25406,1
"5690",18833,21174,1
"12915",18834,18413,1
"22647",18835,17799,1
"14248",18836,24951,1
"7826",18837,5091,1
"17507",18838,14426,1
"10742",18839,4596,1
"9516",18840,18135,1
"8004",18841,20769,1
"856",18842,13728,1
"8336",18843,23814,1
"22957",18844,12857,1
"8666",18845,22467,1
"11090",18845,27676,1
"11588",18845,9643,1
"17712",18845,24443,1
"24446",18845,17126,1
"3852",18847,4481,1
"8909",18848,3299,1
"17729",18849,10903,1
"24463",18850,12639,1
"14593",18851,16031,1
"4515",18852,28041,1
"7325",18854,26505,1
"7421",18855,22467,1
"1921",18857,8794,1
"16035",18858,12413,1
"10480",18859,24541,1
"4116",18861,5046,1
"24440",18862,19633,1
"1478",18863,8665,1
"22023",18864,6929,1
"5131",18865,11941,1
"2907",18866,17973,1
"3869",18868,29505,1
"8756",18870,18240,1
"23098",18872,23104,1
"8794",18873,24443,1
"1931",18874,18524,1
"9321",18877,329,1
"23904",18878,21309,1
"23567",18880,21668,1
"9648",18881,28728,1
"8675",18882,7802,1
"1834",18883,428,1
"16683",18884,23270,1
"6306",18886,10633,1
"15724",18888,779,1
"4846",18889,9950,1
"13242",18891,13378,1
"1824",18893,17126,1
"10180",18895,22517,1
"21824",18897,19516,1
"20271",18898,15023,1
"16166",18899,12053,1
"21649",18900,779,1
"1307",18902,15655,1
"19373",18903,28520,1
"698",18905,18059,1
"18091",18906,3563,1
"4681",18908,26200,1
"22045",18909,10286,1
"21270",18910,8665,1
"12013",18911,26343,1
"17571",18912,10488,1
"9285",18914,12845,1
"6836",18915,29658,1
"23618",18916,29368,1
"21282",18917,28038,1
"20727",18919,18335,1
"17070",18920,2706,1
"16692",18921,29871,1
"12452",18922,30143,1
"13780",18923,3306,1
"685",18926,7081,1
"21393",18927,19194,1
"21456",18928,18698,1
"22273",18930,10604,1
"18607",18932,6439,1
"4858",18934,10261,1
"10555",18935,25984,1
"19977",18937,9529,1
"12817",18938,779,1
"22570",18940,7681,1
"3231",18942,25015,1
"11670",18945,8794,1
"22575",18946,30045,1
"14334",18947,25080,1
"1741",18948,20056,1
"187",18950,28438,1
"7745",18951,19641,1
"5807",18952,28813,1
"1388",18953,15974,1
"10042",18955,8299,1
"2150",18956,22291,1
"10688",18959,9847,1
"17690",18960,2331,1
"19846",18961,26124,1
"194",18962,16977,1
"1650",18963,1223,1
"8772",18963,25487,1
"22093",18964,3219,1
"14345",18965,18257,1
"17289",18966,20399,1
"4080",18967,9643,1
"1780",18968,21900,1
"17336",18969,18565,1
"2269",18970,15582,1
"22094",18972,29629,1
"4682",18974,3303,1
"8446",18975,20454,1
"2809",18976,25677,1
"12027",18977,13294,1
"3153",18979,17799,1
"9456",18980,18734,1
"16188",18980,29767,1
"23013",18981,29484,1
"3735",18984,6869,1
"15037",18985,6270,1
"9498",18986,10391,1
"20532",18987,20403,1
"23953",18988,15599,1
"843",18989,18265,1
"5869",18990,11251,1
"2253",18991,25080,1
"22348",18992,12185,1
"10250",18993,8331,1
"14130",18993,11281,1
"24668",18993,779,1
"18951",18995,25126,1
"15849",18996,10,1
"16380",18997,14578,1
"6441",18998,22132,1
"10075",18999,5352,1
"20802",19001,12973,1
"5300",19002,15271,1
"18952",19003,18063,1
"19475",19004,23270,1
"23386",19005,13590,1
"22341",19006,3457,1
"17582",19007,10482,1
"10220",19008,28507,1
"12127",19009,28895,1
"6202",19010,8299,1
"3791",19011,337,1
"18155",19013,15904,1
"1891",19014,18710,1
"4269",19015,30046,1
"20965",19016,11505,1
"9436",19019,20369,1
"17984",19020,6533,1
"15848",19021,8769,1
"1726",19022,25080,1
"1828",19023,30047,1
"4456",19024,28137,1
"1862",19025,3141,1
"9220",19027,22467,2
"16869",19027,28103,1
"2480",19028,8553,1
"1880",19030,30087,1
"10206",19031,7681,1
"1720",19032,4305,1
"7907",19033,25080,1
"24413",19034,14036,1
"12795",19035,26887,1
"12072",19037,9210,2
"16074",19039,8976,1
"20324",19040,22467,1
"9552",19043,8463,1
"16316",19044,10154,1
"9872",19045,5678,1
"1072",19046,5678,1
"24718",19046,24378,1
"18291",19047,28292,1
"11484",19048,11251,1
"19617",19050,5678,1
"21185",19051,15814,1
"14420",19056,23449,1
"19036",19056,20317,1
"16984",19057,2519,1
"24119",19058,3050,1
"23027",19059,16937,1
"24532",19060,11756,1
"17026",19061,17767,1
"5092",19062,22240,1
"95",19064,20317,1
"7009",19065,8961,1
"9978",19065,8465,1
"12779",19065,5809,1
"20948",19065,3721,1
"23002",19066,25598,1
"12739",19067,19771,1
"4139",19068,19835,1
"6152",19069,7088,1
"22413",19070,779,1
"2826",19071,7802,1
"8834",19072,33,1
"22648",19075,22225,1
"2944",19077,2841,1
"15468",19078,22467,1
"13377",19079,4071,1
"15703",19081,5678,1
"7455",19082,27312,1
"21614",19084,22453,1
"15483",19088,11771,1
"13293",19089,7527,1
"15108",19090,29248,1
"19588",19091,19290,1
"21692",19092,29368,1
"2963",19093,13371,1
"10167",19094,2470,1
"7425",19095,10145,1
"6518",19096,22467,1
"4400",19097,1679,1
"1713",19098,310,1
"20565",19099,10488,1
"15996",19100,3291,1
"5053",19101,18365,1
"8324",19102,16773,1
"5449",19103,16930,1
"10160",19104,2038,1
"9981",19105,29385,1
"10588",19106,17604,1
"23471",19107,28564,1
"16336",19110,7928,1
"1121",19112,26172,1
"6437",19113,24443,1
"14885",19115,9459,1
"16115",19117,6836,1
"5805",19118,4696,1
"15990",19119,24443,1
"7457",19120,28501,1
"3173",19121,15866,1
"8584",19124,3323,1
"8914",19125,10595,1
"22967",19126,8939,1
"10839",19127,11166,1
"8235",19128,6066,1
"24396",19130,27171,1
"15736",19131,15331,1
"16718",19133,27817,1
"22737",19134,22215,1
"22281",19135,8299,1
"3673",19136,9441,1
"12352",19137,17420,1
"16513",19139,2141,1
"5080",19140,22702,1
"16118",19141,22467,1
"20795",19142,26869,1
"11018",19144,7010,1
"11413",19146,7482,1
"8505",19147,10488,1
"9927",19148,25080,1
"12498",19152,28895,1
"10958",19153,779,2
"21120",19154,15373,1
"64",19155,8610,1
"15623",19156,22849,1
"13851",19158,14257,1
"12245",19159,6426,1
"5264",19160,20317,1
"15678",19161,15655,1
"11017",19162,337,1
"16320",19164,16370,1
"15165",19165,7706,1
"23631",19166,9917,1
"12410",19167,3390,1
"22246",19167,102,1
"8779",19168,24289,1
"16154",19168,19208,1
"782",19169,7762,1
"12059",19171,24320,1
"8435",19172,14036,1
"16369",19173,12569,1
"21234",19174,14400,1
"8970",19175,16731,1
"14087",19176,16504,1
"18954",19180,20910,1
"1264",19181,14036,1
"7036",19182,5808,1
"9207",19183,17235,1
"21919",19183,18149,1
"2693",19185,28895,1
"16400",19186,6600,1
"15833",19187,28438,1
"11252",19189,8924,1
"11291",19190,22849,1
"22031",19191,28872,1
"16002",19192,4246,1
"1330",19193,19451,1
"21949",19195,28219,1
"2711",19196,12483,1
"11212",19197,21968,1
"671",19198,7123,2
"17305",19198,19205,1
"9950",19199,25963,1
"10852",19201,28895,1
"8670",19202,16995,1
"21258",19202,17126,1
"8721",19203,29055,1
"23543",19204,26226,1
"6156",19205,20980,1
"7540",19207,24791,1
"2481",19208,12497,1
"17359",19209,17198,1
"22337",19210,6602,1
"17760",19211,14036,1
"22850",19212,24320,1
"5952",19213,4263,1
"17262",19214,6879,1
"12677",19215,26519,1
"23623",19216,27309,1
"13773",19217,25080,1
"3992",19218,24884,1
"15637",19219,6920,1
"15022",19223,11456,2
"23585",19224,15889,2
"23521",19225,24443,1
"6354",19226,8665,1
"6341",19227,9405,1
"11063",19228,2069,1
"9209",19229,23663,1
"24474",19230,22562,1
"238",19234,22849,1
"10271",19236,20154,1
"16251",19237,7477,1
"2089",19238,11618,1
"2640",19239,15795,1
"4457",19241,12639,1
"15742",19242,21153,1
"17204",19243,4692,1
"21106",19245,12283,1
"15224",19246,16694,1
"14455",19247,24266,1
"12500",19248,27895,1
"2946",19249,23593,1
"7651",19250,28599,1
"14266",19251,15168,1
"3526",19252,19456,1
"24634",19252,7634,1
"20704",19253,337,1
"3557",19254,29670,1
"18743",19255,20317,1
"2256",19256,8790,1
"22896",19257,14036,1
"3611",19258,22795,1
"10438",19259,19109,1
"8099",19261,15147,1
"20570",19263,1551,1
"16693",19264,20317,1
"2435",19265,28103,1
"21636",19266,2818,1
"16687",19267,5799,1
"22438",19268,12020,1
"2642",19269,3142,1
"19440",19270,19938,1
"20899",19271,29510,1
"12622",19275,25080,1
"12602",19276,26200,1
"22487",19277,3642,1
"508",19278,1786,1
"3704",19279,22467,1
"5365",19279,9405,1
"4565",19282,7681,1
"9054",19283,18133,1
"12527",19283,20653,1
"22498",19284,11081,1
"9168",19286,17014,1
"569",19287,1081,1
"22691",19287,10240,1
"10651",19288,29592,1
"19628",19289,6426,1
"10013",19291,28041,1
"20887",19291,28305,1
"22914",19292,11794,1
"14788",19294,12686,1
"13007",19295,779,1
"12457",19296,15765,1
"6709",19297,29852,1
"6102",19299,28694,1
"6025",19300,29505,1
"12219",19301,3707,1
"12553",19305,2531,1
"11125",19309,4006,1
"13880",19309,25147,1
"15537",19311,5270,1
"6065",19315,24966,1
"15636",19316,15321,1
"13547",19317,8665,1
"6767",19318,21917,1
"13307",19318,29930,1
"13991",19318,28766,1
"21482",19321,26200,1
"11433",19322,28895,1
"5656",19326,8548,1
"6055",19328,25019,1
"18923",19329,12023,1
"20478",19331,28041,1
"11159",19332,22467,1
"19556",19333,17896,1
"1348",19334,22467,1
"11901",19334,17126,1
"9982",19335,28041,1
"21498",19337,18336,1
"4058",19338,13444,1
"22843",19340,26869,1
"6590",19341,6708,1
"15283",19342,29721,1
"6897",19344,14126,1
"19433",19345,28219,1
"10970",19346,19179,2
"22342",19347,5352,1
"21077",19348,14036,1
"13698",19349,11166,1
"8164",19351,5922,1
"2388",19352,29538,1
"15304",19352,23441,1
"12272",19353,25753,1
"110",19354,27492,1
"14919",19356,4905,1
"13316",19358,12893,1
"16395",19359,25080,1
"1772",19360,15866,1
"7873",19361,18483,1
"21805",19362,9126,1
"8577",19363,28228,1
"11558",19364,19157,1
"22039",19365,284,1
"17187",19366,8665,1
"14357",19367,6343,1
"18866",19369,11642,1
"14522",19370,14855,1
"3815",19372,21873,1
"15244",19373,21231,1
"3993",19374,22467,1
"22983",19376,7083,1
"18028",19377,24443,1
"13456",19378,27525,1
"17728",19379,12257,1
"21987",19382,1442,1
"21992",19384,22717,1
"22736",19385,11091,1
"23283",19386,22265,1
"4289",19387,14036,1
"23824",19388,20526,1
"16066",19390,27209,1
"8243",19392,27510,1
"17562",19393,253,1
"11233",19394,23311,1
"9466",19395,28041,1
"14469",19396,9148,1
"9461",19397,26869,1
"274",19398,2118,1
"15586",19399,28895,1
"17206",19400,284,1
"19465",19401,2203,1
"14406",19403,1231,1
"17266",19404,14451,1
"8868",19405,28219,1
"529",19406,6066,1
"12576",19406,17781,1
"1016",19407,7123,1
"23867",19407,28438,1
"12234",19409,25809,1
"3750",19410,900,1
"16052",19411,9863,1
"15282",19412,21218,1
"20439",19413,5490,1
"3488",19414,19612,1
"20979",19416,15255,1
"16990",19417,27309,1
"23516",19418,7615,1
"8891",19419,25160,1
"13941",19420,15784,1
"20644",19421,284,2
"9156",19423,5771,1
"20834",19424,22467,1
"17795",19425,26422,1
"8771",19427,21347,1
"20841",19428,13242,1
"9692",19429,27018,1
"1378",19430,10814,1
"10607",19432,18892,1
"1335",19433,8204,1
"21479",19435,12714,1
"13255",19436,18038,1
"2535",19437,8281,1
"21129",19438,4994,1
"24060",19439,779,1
"20799",19441,1660,1
"21869",19442,19177,1
"5804",19446,27847,1
"21863",19450,24541,1
"11777",19451,27142,1
"1702",19452,3498,1
"14295",19453,28438,1
"10022",19454,20317,1
"11965",19459,2424,1
"21591",19461,20726,1
"1602",19462,14275,1
"6023",19463,8908,1
"19381",19464,17767,1
"11435",19465,2526,1
"13893",19467,28895,1
"5217",19468,150,1
"2611",19469,191,1
"18775",19471,18177,1
"4803",19472,15161,1
"18700",19475,9442,1
"20578",19476,19515,1
"9908",19479,26200,1
"15008",19482,3286,1
"7704",19483,23133,1
"11216",19484,7681,1
"5383",19485,5622,1
"15773",19487,5549,1
"18016",19488,29849,1
"20115",19490,2961,1
"13105",19491,5401,1
"14487",19492,24132,1
"20925",19493,47,1
"407",19494,4808,1
"21377",19496,25172,1
"7564",19497,30143,1
"4382",19498,6090,1
"21622",19499,9895,1
"11608",19501,30146,1
"1752",19503,10633,1
"7909",19504,15879,1
"10976",19505,17126,1
"16625",19506,13371,1
"24574",19507,2042,1
"13311",19508,11072,1
"23195",19509,27853,1
"7842",19510,2561,1
"20026",19511,15982,1
"17095",19513,23133,1
"6130",19514,24266,1
"8578",19516,25059,1
"2828",19520,5967,1
"7340",19521,11570,1
"19353",19522,1770,1
"17863",19523,20172,1
"12111",19524,24208,1
"20201",19526,8185,1
"951",19527,8790,1
"816",19528,29995,1
"5718",19529,24668,1
"4637",19530,3323,1
"10401",19531,24443,1
"15928",19531,25471,1
"12348",19532,16443,1
"21427",19533,12185,1
